weather_id,store_id,weather_condition,date
54493,13,Humid,2021-06-27
54494,14,Breezy,2021-06-27
54495,15,Breezy,2021-06-27
54496,16,Hot,2021-06-27
54497,17,Breezy,2021-06-27
54498,18,Thunderstorms,2021-06-27
54499,19,Lightning,2021-06-27
54500,20,Hot,2021-06-27
54501,21,Lightning,2021-06-27
54502,22,Sunny,2021-06-27
54503,23,Thunderstorms,2021-06-27
54504,24,Breezy,2021-06-27
54505,25,Humid,2021-06-27
54506,26,Humid,2021-06-27
54507,27,Hot,2021-06-27
54508,28,Thunderstorms,2021-06-27
54509,29,Thunderstorms,2021-06-27
54510,30,Thunderstorms,2021-06-27
54511,31,Sunny,2021-06-27
54512,32,Humid,2021-06-27
54513,33,Sunny,2021-06-27
54514,34,Lightning,2021-06-27
54515,35,Breezy,2021-06-27
54516,36,Dry,2021-06-27
54517,37,Sunny,2021-06-27
54518,38,Sunny,2021-06-27
54519,39,Hot,2021-06-27
54520,40,Thunderstorms,2021-06-27
54521,41,Humid,2021-06-27
54522,42,Hot,2021-06-27
54523,43,Humid,2021-06-27
54524,44,Lightning,2021-06-27
54525,45,Thunderstorms,2021-06-27
54526,46,Sunny,2021-06-27
54527,47,Sunny,2021-06-27
54528,48,Thunderstorms,2021-06-27
54529,49,Thunderstorms,2021-06-27
54530,50,Sunny,2021-06-27
54531,51,Humid,2021-06-27
54532,52,Dry,2021-06-27
54533,53,Hot,2021-06-27
54534,54,Hot,2021-06-27
54535,55,Dry,2021-06-27
54536,56,Thunderstorms,2021-06-27
54537,57,Humid,2021-06-27
54538,58,Humid,2021-06-27
54539,59,Sunny,2021-06-27
54540,60,Sunny,2021-06-27
54541,1,Lightning,2021-06-28
54542,2,Humid,2021-06-28
54543,3,Breezy,2021-06-28
54544,4,Lightning,2021-06-28
54545,5,Thunderstorms,2021-06-28
54546,6,Humid,2021-06-28
54547,7,Thunderstorms,2021-06-28
54548,8,Lightning,2021-06-28
54549,9,Humid,2021-06-28
54550,10,Dry,2021-06-28
54551,11,Humid,2021-06-28
54552,12,Hot,2021-06-28
54553,13,Sunny,2021-06-28
54554,14,Thunderstorms,2021-06-28
54555,15,Thunderstorms,2021-06-28
54556,16,Thunderstorms,2021-06-28
54557,17,Sunny,2021-06-28
54558,18,Hot,2021-06-28
54559,19,Humid,2021-06-28
54560,20,Lightning,2021-06-28
54561,21,Humid,2021-06-28
54562,22,Humid,2021-06-28
54563,23,Hot,2021-06-28
54564,24,Humid,2021-06-28
54565,25,Lightning,2021-06-28
54566,26,Breezy,2021-06-28
54567,27,Humid,2021-06-28
54568,28,Breezy,2021-06-28
54569,29,Humid,2021-06-28
54570,30,Hot,2021-06-28
54571,31,Sunny,2021-06-28
54572,32,Dry,2021-06-28
54573,33,Breezy,2021-06-28
54574,34,Dry,2021-06-28
54575,35,Lightning,2021-06-28
54576,36,Lightning,2021-06-28
54577,37,Dry,2021-06-28
54578,38,Dry,2021-06-28
54579,39,Thunderstorms,2021-06-28
54580,40,Sunny,2021-06-28
54581,41,Breezy,2021-06-28
54582,42,Lightning,2021-06-28
54583,43,Thunderstorms,2021-06-28
54584,44,Lightning,2021-06-28
54585,45,Humid,2021-06-28
54586,46,Dry,2021-06-28
54587,47,Dry,2021-06-28
54588,48,Lightning,2021-06-28
54589,49,Hot,2021-06-28
54590,50,Lightning,2021-06-28
54591,51,Lightning,2021-06-28
54592,52,Hot,2021-06-28
54593,53,Lightning,2021-06-28
54594,54,Hot,2021-06-28
54595,55,Dry,2021-06-28
54596,56,Humid,2021-06-28
54597,57,Hot,2021-06-28
54598,58,Dry,2021-06-28
54599,59,Dry,2021-06-28
54600,60,Breezy,2021-06-28
54601,1,Lightning,2021-06-29
54602,2,Sunny,2021-06-29
54603,3,Sunny,2021-06-29
54604,4,Hot,2021-06-29
54605,5,Dry,2021-06-29
54606,6,Hot,2021-06-29
54607,7,Dry,2021-06-29
54608,8,Thunderstorms,2021-06-29
54609,9,Hot,2021-06-29
54610,10,Lightning,2021-06-29
54611,11,Dry,2021-06-29
54612,12,Hot,2021-06-29
54613,13,Lightning,2021-06-29
54614,14,Breezy,2021-06-29
54615,15,Hot,2021-06-29
54616,16,Lightning,2021-06-29
54617,17,Lightning,2021-06-29
54618,18,Thunderstorms,2021-06-29
54619,19,Thunderstorms,2021-06-29
54620,20,Thunderstorms,2021-06-29
54621,21,Lightning,2021-06-29
54622,22,Dry,2021-06-29
54623,23,Breezy,2021-06-29
54624,24,Breezy,2021-06-29
54625,25,Thunderstorms,2021-06-29
54626,26,Hot,2021-06-29
54627,27,Sunny,2021-06-29
54628,28,Hot,2021-06-29
54629,29,Humid,2021-06-29
54630,30,Sunny,2021-06-29
54631,31,Hot,2021-06-29
54632,32,Humid,2021-06-29
54633,33,Thunderstorms,2021-06-29
54634,34,Humid,2021-06-29
54635,35,Hot,2021-06-29
54636,36,Hot,2021-06-29
54637,37,Lightning,2021-06-29
54638,38,Dry,2021-06-29
54639,39,Humid,2021-06-29
54640,40,Sunny,2021-06-29
54641,41,Breezy,2021-06-29
54642,42,Dry,2021-06-29
54643,43,Hot,2021-06-29
54644,44,Breezy,2021-06-29
54645,45,Lightning,2021-06-29
54646,46,Thunderstorms,2021-06-29
54647,47,Lightning,2021-06-29
54648,48,Breezy,2021-06-29
54649,49,Lightning,2021-06-29
54650,50,Thunderstorms,2021-06-29
54651,51,Hot,2021-06-29
54652,52,Sunny,2021-06-29
54653,53,Humid,2021-06-29
54654,54,Sunny,2021-06-29
54655,55,Thunderstorms,2021-06-29
54656,56,Humid,2021-06-29
54657,57,Sunny,2021-06-29
54658,58,Lightning,2021-06-29
54659,59,Lightning,2021-06-29
54660,60,Lightning,2021-06-29
54661,1,Lightning,2021-06-30
54662,2,Lightning,2021-06-30
54663,3,Thunderstorms,2021-06-30
54664,4,Thunderstorms,2021-06-30
54665,5,Hot,2021-06-30
54666,6,Sunny,2021-06-30
54667,7,Breezy,2021-06-30
54668,8,Dry,2021-06-30
54669,9,Lightning,2021-06-30
54670,10,Hot,2021-06-30
54671,11,Thunderstorms,2021-06-30
54672,12,Thunderstorms,2021-06-30
54673,13,Humid,2021-06-30
54674,14,Thunderstorms,2021-06-30
54675,15,Dry,2021-06-30
54676,16,Hot,2021-06-30
54677,17,Hot,2021-06-30
54678,18,Dry,2021-06-30
54679,19,Breezy,2021-06-30
54680,20,Dry,2021-06-30
54681,21,Sunny,2021-06-30
54682,22,Hot,2021-06-30
54683,23,Humid,2021-06-30
54684,24,Breezy,2021-06-30
54685,25,Lightning,2021-06-30
54686,26,Humid,2021-06-30
54687,27,Thunderstorms,2021-06-30
54688,28,Thunderstorms,2021-06-30
54689,29,Breezy,2021-06-30
54690,30,Breezy,2021-06-30
54691,31,Sunny,2021-06-30
54692,32,Hot,2021-06-30
54693,33,Breezy,2021-06-30
54694,34,Breezy,2021-06-30
54695,35,Dry,2021-06-30
54696,36,Thunderstorms,2021-06-30
54697,37,Thunderstorms,2021-06-30
54698,38,Lightning,2021-06-30
54699,39,Sunny,2021-06-30
54700,40,Dry,2021-06-30
54701,41,Thunderstorms,2021-06-30
54702,42,Thunderstorms,2021-06-30
54703,43,Sunny,2021-06-30
54704,44,Humid,2021-06-30
54705,45,Lightning,2021-06-30
54706,46,Sunny,2021-06-30
54707,47,Hot,2021-06-30
54708,48,Lightning,2021-06-30
54709,49,Hot,2021-06-30
54710,50,Humid,2021-06-30
54711,51,Breezy,2021-06-30
54712,52,Dry,2021-06-30
54713,53,Hot,2021-06-30
54714,54,Breezy,2021-06-30
54715,55,Dry,2021-06-30
54716,56,Sunny,2021-06-30
54717,57,Thunderstorms,2021-06-30
54718,58,Lightning,2021-06-30
54719,59,Sunny,2021-06-30
54720,60,Breezy,2021-06-30
54721,1,Hot,2021-07-01
54722,2,Humid,2021-07-01
54723,3,Dry,2021-07-01
54724,4,Humid,2021-07-01
54725,5,Thunderstorms,2021-07-01
54726,6,Humid,2021-07-01
54727,7,Dry,2021-07-01
54728,8,Sunny,2021-07-01
54729,9,Thunderstorms,2021-07-01
54730,10,Thunderstorms,2021-07-01
54731,11,Hot,2021-07-01
54732,12,Sunny,2021-07-01
54733,13,Lightning,2021-07-01
54734,14,Sunny,2021-07-01
54735,15,Thunderstorms,2021-07-01
54736,16,Lightning,2021-07-01
54737,17,Sunny,2021-07-01
54738,18,Hot,2021-07-01
54739,19,Hot,2021-07-01
54740,20,Sunny,2021-07-01
54741,21,Lightning,2021-07-01
54742,22,Lightning,2021-07-01
54743,23,Lightning,2021-07-01
54744,24,Sunny,2021-07-01
54745,25,Hot,2021-07-01
54746,26,Dry,2021-07-01
54747,27,Hot,2021-07-01
54748,28,Thunderstorms,2021-07-01
54749,29,Hot,2021-07-01
54750,30,Sunny,2021-07-01
54751,31,Sunny,2021-07-01
54752,32,Sunny,2021-07-01
54753,33,Breezy,2021-07-01
54754,34,Breezy,2021-07-01
54755,35,Hot,2021-07-01
54756,36,Breezy,2021-07-01
54757,37,Lightning,2021-07-01
54758,38,Lightning,2021-07-01
54759,39,Sunny,2021-07-01
54760,40,Lightning,2021-07-01
54761,41,Dry,2021-07-01
54762,42,Thunderstorms,2021-07-01
54763,43,Hot,2021-07-01
54764,44,Lightning,2021-07-01
54765,45,Dry,2021-07-01
54766,46,Dry,2021-07-01
54767,47,Dry,2021-07-01
54768,48,Thunderstorms,2021-07-01
54769,49,Dry,2021-07-01
54770,50,Thunderstorms,2021-07-01
54771,51,Hot,2021-07-01
54772,52,Lightning,2021-07-01
54773,53,Hot,2021-07-01
54774,54,Hot,2021-07-01
54775,55,Sunny,2021-07-01
54776,56,Lightning,2021-07-01
54777,57,Sunny,2021-07-01
54778,58,Dry,2021-07-01
54779,59,Hot,2021-07-01
54780,60,Hot,2021-07-01
54781,1,Thunderstorms,2021-07-02
54782,2,Thunderstorms,2021-07-02
54783,3,Thunderstorms,2021-07-02
54784,4,Humid,2021-07-02
54785,5,Humid,2021-07-02
54786,6,Humid,2021-07-02
54787,7,Hot,2021-07-02
54788,8,Lightning,2021-07-02
54789,9,Hot,2021-07-02
54790,10,Thunderstorms,2021-07-02
54791,11,Dry,2021-07-02
54792,12,Hot,2021-07-02
54793,13,Dry,2021-07-02
54794,14,Humid,2021-07-02
54795,15,Thunderstorms,2021-07-02
54796,16,Lightning,2021-07-02
54797,17,Breezy,2021-07-02
54798,18,Dry,2021-07-02
54799,19,Dry,2021-07-02
54800,20,Lightning,2021-07-02
54801,21,Lightning,2021-07-02
54802,22,Thunderstorms,2021-07-02
54803,23,Dry,2021-07-02
54804,24,Breezy,2021-07-02
54805,25,Dry,2021-07-02
54806,26,Hot,2021-07-02
54807,27,Humid,2021-07-02
54808,28,Breezy,2021-07-02
54809,29,Thunderstorms,2021-07-02
54810,30,Lightning,2021-07-02
54811,31,Dry,2021-07-02
54812,32,Lightning,2021-07-02
54813,33,Breezy,2021-07-02
54814,34,Breezy,2021-07-02
54815,35,Breezy,2021-07-02
54816,36,Hot,2021-07-02
54817,37,Lightning,2021-07-02
54818,38,Sunny,2021-07-02
54819,39,Lightning,2021-07-02
54820,40,Breezy,2021-07-02
54821,41,Breezy,2021-07-02
54822,42,Humid,2021-07-02
54823,43,Breezy,2021-07-02
54824,44,Hot,2021-07-02
54825,45,Sunny,2021-07-02
54826,46,Breezy,2021-07-02
54827,47,Dry,2021-07-02
54828,48,Humid,2021-07-02
54829,49,Breezy,2021-07-02
54830,50,Thunderstorms,2021-07-02
54831,51,Lightning,2021-07-02
54832,52,Breezy,2021-07-02
54833,53,Humid,2021-07-02
54834,54,Lightning,2021-07-02
54835,55,Lightning,2021-07-02
54836,56,Hot,2021-07-02
54837,57,Lightning,2021-07-02
54838,58,Thunderstorms,2021-07-02
54839,59,Lightning,2021-07-02
54840,60,Hot,2021-07-02
54841,1,Lightning,2021-07-03
54842,2,Hot,2021-07-03
54843,3,Breezy,2021-07-03
54844,4,Dry,2021-07-03
54845,5,Sunny,2021-07-03
54846,6,Breezy,2021-07-03
54847,7,Hot,2021-07-03
54848,8,Breezy,2021-07-03
54849,9,Lightning,2021-07-03
54850,10,Humid,2021-07-03
54851,11,Dry,2021-07-03
54852,12,Breezy,2021-07-03
54853,13,Humid,2021-07-03
54854,14,Thunderstorms,2021-07-03
54855,15,Dry,2021-07-03
54856,16,Hot,2021-07-03
54857,17,Lightning,2021-07-03
54858,18,Lightning,2021-07-03
54859,19,Breezy,2021-07-03
54860,20,Humid,2021-07-03
54861,21,Lightning,2021-07-03
54862,22,Dry,2021-07-03
54863,23,Humid,2021-07-03
54864,24,Breezy,2021-07-03
54865,25,Hot,2021-07-03
54866,26,Sunny,2021-07-03
54867,27,Sunny,2021-07-03
54868,28,Breezy,2021-07-03
54869,29,Humid,2021-07-03
54870,30,Dry,2021-07-03
54871,31,Humid,2021-07-03
54872,32,Breezy,2021-07-03
54873,33,Lightning,2021-07-03
54874,34,Humid,2021-07-03
54875,35,Thunderstorms,2021-07-03
54876,36,Sunny,2021-07-03
54877,37,Lightning,2021-07-03
54878,38,Thunderstorms,2021-07-03
54879,39,Lightning,2021-07-03
54880,40,Sunny,2021-07-03
54881,41,Breezy,2021-07-03
54882,42,Humid,2021-07-03
54883,43,Breezy,2021-07-03
54884,44,Breezy,2021-07-03
54885,45,Lightning,2021-07-03
54886,46,Dry,2021-07-03
54887,47,Sunny,2021-07-03
54888,48,Breezy,2021-07-03
54889,49,Lightning,2021-07-03
54890,50,Lightning,2021-07-03
54891,51,Dry,2021-07-03
54892,52,Dry,2021-07-03
54893,53,Breezy,2021-07-03
54894,54,Breezy,2021-07-03
54895,55,Breezy,2021-07-03
54896,56,Sunny,2021-07-03
54897,57,Hot,2021-07-03
54898,58,Lightning,2021-07-03
54899,59,Sunny,2021-07-03
54900,60,Sunny,2021-07-03
54901,1,Lightning,2021-07-04
54902,2,Breezy,2021-07-04
54903,3,Sunny,2021-07-04
54904,4,Lightning,2021-07-04
54905,5,Sunny,2021-07-04
54906,6,Breezy,2021-07-04
54907,7,Humid,2021-07-04
54908,8,Sunny,2021-07-04
54909,9,Thunderstorms,2021-07-04
54910,10,Dry,2021-07-04
54911,11,Hot,2021-07-04
54912,12,Lightning,2021-07-04
54913,13,Humid,2021-07-04
54914,14,Lightning,2021-07-04
54915,15,Lightning,2021-07-04
54916,16,Hot,2021-07-04
54917,17,Sunny,2021-07-04
54918,18,Lightning,2021-07-04
54919,19,Sunny,2021-07-04
54920,20,Sunny,2021-07-04
54921,21,Sunny,2021-07-04
54922,22,Breezy,2021-07-04
54923,23,Thunderstorms,2021-07-04
54924,24,Dry,2021-07-04
54925,25,Sunny,2021-07-04
54926,26,Breezy,2021-07-04
54927,27,Humid,2021-07-04
54928,28,Dry,2021-07-04
54929,29,Breezy,2021-07-04
54930,30,Thunderstorms,2021-07-04
54931,31,Hot,2021-07-04
54932,32,Thunderstorms,2021-07-04
54933,33,Thunderstorms,2021-07-04
54934,34,Hot,2021-07-04
54935,35,Breezy,2021-07-04
54936,36,Hot,2021-07-04
54937,37,Lightning,2021-07-04
54938,38,Breezy,2021-07-04
54939,39,Dry,2021-07-04
54940,40,Lightning,2021-07-04
54941,41,Breezy,2021-07-04
54942,42,Thunderstorms,2021-07-04
54943,43,Sunny,2021-07-04
54944,44,Humid,2021-07-04
54945,45,Breezy,2021-07-04
54946,46,Sunny,2021-07-04
54947,47,Lightning,2021-07-04
54948,48,Dry,2021-07-04
54949,49,Thunderstorms,2021-07-04
54950,50,Sunny,2021-07-04
54951,51,Lightning,2021-07-04
54952,52,Lightning,2021-07-04
54953,53,Humid,2021-07-04
54954,54,Hot,2021-07-04
54955,55,Breezy,2021-07-04
54956,56,Dry,2021-07-04
54957,57,Breezy,2021-07-04
54958,58,Dry,2021-07-04
54959,59,Hot,2021-07-04
54960,60,Hot,2021-07-04
54961,1,Breezy,2021-07-05
54962,2,Sunny,2021-07-05
54963,3,Hot,2021-07-05
54964,4,Hot,2021-07-05
54965,5,Humid,2021-07-05
54966,6,Humid,2021-07-05
54967,7,Humid,2021-07-05
54968,8,Sunny,2021-07-05
54969,9,Lightning,2021-07-05
54970,10,Breezy,2021-07-05
54971,11,Sunny,2021-07-05
54972,12,Hot,2021-07-05
54973,13,Thunderstorms,2021-07-05
54974,14,Breezy,2021-07-05
54975,15,Hot,2021-07-05
54976,16,Dry,2021-07-05
54977,17,Thunderstorms,2021-07-05
54978,18,Dry,2021-07-05
54979,19,Thunderstorms,2021-07-05
54980,20,Thunderstorms,2021-07-05
54981,21,Dry,2021-07-05
54982,22,Hot,2021-07-05
54983,23,Sunny,2021-07-05
54984,24,Breezy,2021-07-05
54985,25,Sunny,2021-07-05
54986,26,Dry,2021-07-05
54987,27,Humid,2021-07-05
54988,28,Sunny,2021-07-05
54989,29,Breezy,2021-07-05
54990,30,Breezy,2021-07-05
54991,31,Hot,2021-07-05
54992,32,Thunderstorms,2021-07-05
54993,33,Breezy,2021-07-05
54994,34,Thunderstorms,2021-07-05
54995,35,Humid,2021-07-05
54996,36,Sunny,2021-07-05
54997,37,Breezy,2021-07-05
54998,38,Dry,2021-07-05
54999,39,Dry,2021-07-05
55000,40,Hot,2021-07-05
55001,41,Sunny,2021-07-05
55002,42,Thunderstorms,2021-07-05
55003,43,Thunderstorms,2021-07-05
55004,44,Lightning,2021-07-05
55005,45,Breezy,2021-07-05
55006,46,Sunny,2021-07-05
55007,47,Breezy,2021-07-05
55008,48,Hot,2021-07-05
55009,49,Hot,2021-07-05
55010,50,Lightning,2021-07-05
55011,51,Humid,2021-07-05
55012,52,Hot,2021-07-05
55013,53,Dry,2021-07-05
55014,54,Humid,2021-07-05
55015,55,Dry,2021-07-05
55016,56,Thunderstorms,2021-07-05
55017,57,Hot,2021-07-05
55018,58,Dry,2021-07-05
55019,59,Sunny,2021-07-05
55020,60,Lightning,2021-07-05
55021,1,Dry,2021-07-06
55022,2,Humid,2021-07-06
55023,3,Thunderstorms,2021-07-06
55024,4,Thunderstorms,2021-07-06
55025,5,Sunny,2021-07-06
55026,6,Hot,2021-07-06
55027,7,Humid,2021-07-06
55028,8,Sunny,2021-07-06
55029,9,Thunderstorms,2021-07-06
55030,10,Dry,2021-07-06
55031,11,Hot,2021-07-06
55032,12,Lightning,2021-07-06
55033,13,Dry,2021-07-06
55034,14,Hot,2021-07-06
55035,15,Thunderstorms,2021-07-06
55036,16,Lightning,2021-07-06
55037,17,Lightning,2021-07-06
55038,18,Humid,2021-07-06
55039,19,Dry,2021-07-06
55040,20,Humid,2021-07-06
55041,21,Sunny,2021-07-06
55042,22,Breezy,2021-07-06
55043,23,Humid,2021-07-06
55044,24,Thunderstorms,2021-07-06
55045,25,Dry,2021-07-06
55046,26,Breezy,2021-07-06
55047,27,Thunderstorms,2021-07-06
55048,28,Thunderstorms,2021-07-06
55049,29,Lightning,2021-07-06
55050,30,Hot,2021-07-06
55051,31,Hot,2021-07-06
55052,32,Breezy,2021-07-06
55053,33,Sunny,2021-07-06
55054,34,Lightning,2021-07-06
55055,35,Breezy,2021-07-06
55056,36,Hot,2021-07-06
55057,37,Lightning,2021-07-06
55058,38,Dry,2021-07-06
55059,39,Humid,2021-07-06
55060,40,Sunny,2021-07-06
55061,41,Lightning,2021-07-06
55062,42,Dry,2021-07-06
55063,43,Lightning,2021-07-06
55064,44,Lightning,2021-07-06
55065,45,Humid,2021-07-06
55066,46,Thunderstorms,2021-07-06
55067,47,Lightning,2021-07-06
55068,48,Humid,2021-07-06
55069,49,Lightning,2021-07-06
55070,50,Dry,2021-07-06
55071,51,Humid,2021-07-06
55072,52,Thunderstorms,2021-07-06
55073,53,Sunny,2021-07-06
55074,54,Hot,2021-07-06
55075,55,Breezy,2021-07-06
55076,56,Thunderstorms,2021-07-06
55077,57,Dry,2021-07-06
55078,58,Lightning,2021-07-06
55079,59,Thunderstorms,2021-07-06
55080,60,Humid,2021-07-06
55081,1,Breezy,2021-07-07
55082,2,Dry,2021-07-07
55083,3,Hot,2021-07-07
55084,4,Thunderstorms,2021-07-07
55085,5,Lightning,2021-07-07
55086,6,Sunny,2021-07-07
55087,7,Hot,2021-07-07
55088,8,Lightning,2021-07-07
55089,9,Sunny,2021-07-07
55090,10,Dry,2021-07-07
55091,11,Sunny,2021-07-07
55092,12,Thunderstorms,2021-07-07
55093,13,Hot,2021-07-07
55094,14,Dry,2021-07-07
55095,15,Sunny,2021-07-07
55096,16,Sunny,2021-07-07
55097,17,Humid,2021-07-07
55098,18,Hot,2021-07-07
55099,19,Dry,2021-07-07
55100,20,Dry,2021-07-07
55101,21,Breezy,2021-07-07
55102,22,Sunny,2021-07-07
55103,23,Humid,2021-07-07
55104,24,Thunderstorms,2021-07-07
55105,25,Hot,2021-07-07
55106,26,Thunderstorms,2021-07-07
55107,27,Lightning,2021-07-07
55108,28,Dry,2021-07-07
55109,29,Hot,2021-07-07
55110,30,Sunny,2021-07-07
55111,31,Breezy,2021-07-07
55112,32,Hot,2021-07-07
55113,33,Hot,2021-07-07
55114,34,Breezy,2021-07-07
55115,35,Humid,2021-07-07
55116,36,Hot,2021-07-07
55117,37,Lightning,2021-07-07
55118,38,Dry,2021-07-07
55119,39,Breezy,2021-07-07
55120,40,Dry,2021-07-07
55121,41,Lightning,2021-07-07
55122,42,Hot,2021-07-07
55123,43,Thunderstorms,2021-07-07
55124,44,Humid,2021-07-07
55125,45,Breezy,2021-07-07
55126,46,Thunderstorms,2021-07-07
55127,47,Thunderstorms,2021-07-07
55128,48,Dry,2021-07-07
55129,49,Lightning,2021-07-07
55130,50,Thunderstorms,2021-07-07
55131,51,Humid,2021-07-07
55132,52,Breezy,2021-07-07
55133,53,Sunny,2021-07-07
55134,54,Hot,2021-07-07
55135,55,Sunny,2021-07-07
55136,56,Sunny,2021-07-07
55137,57,Breezy,2021-07-07
55138,58,Lightning,2021-07-07
55139,59,Humid,2021-07-07
55140,60,Sunny,2021-07-07
55141,1,Thunderstorms,2021-07-08
55142,2,Dry,2021-07-08
55143,3,Thunderstorms,2021-07-08
55144,4,Hot,2021-07-08
55145,5,Sunny,2021-07-08
55146,6,Lightning,2021-07-08
55147,7,Humid,2021-07-08
55148,8,Humid,2021-07-08
55149,9,Dry,2021-07-08
55150,10,Lightning,2021-07-08
55151,11,Dry,2021-07-08
55152,12,Thunderstorms,2021-07-08
55153,13,Thunderstorms,2021-07-08
55154,14,Dry,2021-07-08
55155,15,Sunny,2021-07-08
55156,16,Humid,2021-07-08
55157,17,Hot,2021-07-08
55158,18,Dry,2021-07-08
55159,19,Breezy,2021-07-08
55160,20,Dry,2021-07-08
55161,21,Dry,2021-07-08
55162,22,Thunderstorms,2021-07-08
55163,23,Lightning,2021-07-08
55164,24,Dry,2021-07-08
55165,25,Sunny,2021-07-08
55166,26,Thunderstorms,2021-07-08
55167,27,Sunny,2021-07-08
55168,28,Humid,2021-07-08
55169,29,Lightning,2021-07-08
55170,30,Dry,2021-07-08
55171,31,Sunny,2021-07-08
55172,32,Breezy,2021-07-08
55173,33,Hot,2021-07-08
55174,34,Sunny,2021-07-08
55175,35,Humid,2021-07-08
55176,36,Thunderstorms,2021-07-08
55177,37,Humid,2021-07-08
55178,38,Humid,2021-07-08
55179,39,Humid,2021-07-08
55180,40,Thunderstorms,2021-07-08
55181,41,Hot,2021-07-08
55182,42,Thunderstorms,2021-07-08
55183,43,Humid,2021-07-08
55184,44,Sunny,2021-07-08
55185,45,Hot,2021-07-08
55186,46,Dry,2021-07-08
55187,47,Lightning,2021-07-08
55188,48,Thunderstorms,2021-07-08
55189,49,Humid,2021-07-08
55190,50,Thunderstorms,2021-07-08
55191,51,Thunderstorms,2021-07-08
55192,52,Lightning,2021-07-08
55193,53,Lightning,2021-07-08
55194,54,Breezy,2021-07-08
55195,55,Hot,2021-07-08
55196,56,Humid,2021-07-08
55197,57,Dry,2021-07-08
55198,58,Thunderstorms,2021-07-08
55199,59,Breezy,2021-07-08
55200,60,Humid,2021-07-08
55201,1,Lightning,2021-07-09
55202,2,Sunny,2021-07-09
55203,3,Breezy,2021-07-09
55204,4,Humid,2021-07-09
55205,5,Dry,2021-07-09
55206,6,Thunderstorms,2021-07-09
55207,7,Humid,2021-07-09
55208,8,Hot,2021-07-09
55209,9,Sunny,2021-07-09
55210,10,Thunderstorms,2021-07-09
55211,11,Hot,2021-07-09
55212,12,Breezy,2021-07-09
55213,13,Humid,2021-07-09
55214,14,Lightning,2021-07-09
55215,15,Dry,2021-07-09
55216,16,Thunderstorms,2021-07-09
55217,17,Hot,2021-07-09
55218,18,Sunny,2021-07-09
55219,19,Dry,2021-07-09
55220,20,Sunny,2021-07-09
55221,21,Hot,2021-07-09
55222,22,Humid,2021-07-09
55223,23,Hot,2021-07-09
55224,24,Hot,2021-07-09
55225,25,Breezy,2021-07-09
55226,26,Dry,2021-07-09
55227,27,Lightning,2021-07-09
55228,28,Sunny,2021-07-09
55229,29,Hot,2021-07-09
55230,30,Hot,2021-07-09
55231,31,Sunny,2021-07-09
55232,32,Dry,2021-07-09
55233,33,Sunny,2021-07-09
55234,34,Thunderstorms,2021-07-09
55235,35,Sunny,2021-07-09
55236,36,Thunderstorms,2021-07-09
55237,37,Thunderstorms,2021-07-09
55238,38,Hot,2021-07-09
55239,39,Thunderstorms,2021-07-09
55240,40,Humid,2021-07-09
55241,41,Sunny,2021-07-09
55242,42,Thunderstorms,2021-07-09
55243,43,Humid,2021-07-09
55244,44,Breezy,2021-07-09
55245,45,Breezy,2021-07-09
55246,46,Breezy,2021-07-09
55247,47,Breezy,2021-07-09
55248,48,Dry,2021-07-09
55249,49,Sunny,2021-07-09
55250,50,Hot,2021-07-09
55251,51,Thunderstorms,2021-07-09
55252,52,Lightning,2021-07-09
55253,53,Humid,2021-07-09
55254,54,Sunny,2021-07-09
55255,55,Dry,2021-07-09
55256,56,Thunderstorms,2021-07-09
55257,57,Breezy,2021-07-09
55258,58,Lightning,2021-07-09
55259,59,Thunderstorms,2021-07-09
55260,60,Hot,2021-07-09
55261,1,Hot,2021-07-10
55262,2,Humid,2021-07-10
55263,3,Dry,2021-07-10
55264,4,Thunderstorms,2021-07-10
55265,5,Hot,2021-07-10
55266,6,Hot,2021-07-10
55267,7,Dry,2021-07-10
55268,8,Sunny,2021-07-10
55269,9,Hot,2021-07-10
55270,10,Sunny,2021-07-10
55271,11,Sunny,2021-07-10
55272,12,Thunderstorms,2021-07-10
55273,13,Hot,2021-07-10
55274,14,Breezy,2021-07-10
55275,15,Thunderstorms,2021-07-10
55276,16,Breezy,2021-07-10
55277,17,Breezy,2021-07-10
55278,18,Breezy,2021-07-10
55279,19,Humid,2021-07-10
55280,20,Hot,2021-07-10
55281,21,Thunderstorms,2021-07-10
55282,22,Hot,2021-07-10
55283,23,Humid,2021-07-10
55284,24,Sunny,2021-07-10
55285,25,Thunderstorms,2021-07-10
55286,26,Sunny,2021-07-10
55287,27,Breezy,2021-07-10
55288,28,Dry,2021-07-10
55289,29,Lightning,2021-07-10
55290,30,Breezy,2021-07-10
55291,31,Thunderstorms,2021-07-10
55292,32,Humid,2021-07-10
55293,33,Thunderstorms,2021-07-10
55294,34,Thunderstorms,2021-07-10
55295,35,Sunny,2021-07-10
55296,36,Thunderstorms,2021-07-10
55297,37,Humid,2021-07-10
55298,38,Hot,2021-07-10
55299,39,Humid,2021-07-10
55300,40,Humid,2021-07-10
55301,41,Hot,2021-07-10
55302,42,Breezy,2021-07-10
55303,43,Humid,2021-07-10
55304,44,Thunderstorms,2021-07-10
55305,45,Lightning,2021-07-10
55306,46,Lightning,2021-07-10
55307,47,Dry,2021-07-10
55308,48,Humid,2021-07-10
55309,49,Dry,2021-07-10
55310,50,Lightning,2021-07-10
55311,51,Sunny,2021-07-10
55312,52,Humid,2021-07-10
