event_id,store_id,event_name,start_date,finish_date
2160,30,Flash Sale Frenzy,2024-12-04,2024-12-10
2161,31,Flash Sale Frenzy,2019-01-05,2019-01-11
2162,31,Grand Opening Celebration,2019-02-08,2019-02-14
2163,31,Seasonal Discount Event,2019-03-03,2019-03-07
2164,31,Grand Opening Celebration,2019-04-08,2019-04-14
2165,31,Friends and Family Discount Days,2019-05-08,2019-05-13
2166,31,Manager's Special,2019-06-08,2019-06-15
2167,31,Anniversary Sale,2019-07-05,2019-07-10
2168,31,Customer Appreciation Week,2019-08-03,2019-08-07
2169,31,Buy One Get One Free (BOGO) Event,2019-09-03,2019-09-06
2170,31,Customer Appreciation Week,2019-10-10,2019-10-16
2171,31,Buy One Get One Free (BOGO) Event,2019-11-03,2019-11-08
2172,31,Buy One Get One Free (BOGO) Event,2019-12-10,2019-12-16
2173,31,Mega Sale,2020-01-01,2020-01-07
2174,31,Buy One Get One Free (BOGO) Event,2020-02-04,2020-02-10
2175,31,Friends and Family Discount Days,2020-03-10,2020-03-16
2176,31,Anniversary Sale,2020-04-04,2020-04-09
2177,31,Mega Sale,2020-05-10,2020-05-16
2178,31,Midnight Madness,2020-06-02,2020-06-05
2179,31,Grand Opening Celebration,2020-07-01,2020-07-04
2180,31,Customer Appreciation Week,2020-08-07,2020-08-12
2181,31,Midnight Madness,2020-09-10,2020-09-17
2182,31,Customer Appreciation Week,2020-10-03,2020-10-06
2183,31,Friends and Family Discount Days,2020-11-06,2020-11-11
2184,31,Flash Sale Frenzy,2020-12-05,2020-12-08
2185,31,Friends and Family Discount Days,2021-01-06,2021-01-09
2186,31,Manager's Special,2021-02-05,2021-02-09
2187,31,Manager's Special,2021-03-08,2021-03-15
2188,31,Anniversary Sale,2021-04-09,2021-04-15
2189,31,Mega Sale,2021-05-01,2021-05-08
2190,31,Mega Sale,2021-06-04,2021-06-09
2191,31,Mega Sale,2021-07-06,2021-07-11
2192,31,Mega Sale,2021-08-04,2021-08-10
2193,31,Buy One Get One Free (BOGO) Event,2021-09-06,2021-09-11
2194,31,Manager's Special,2021-10-09,2021-10-15
2195,31,Customer Appreciation Week,2021-11-10,2021-11-16
2196,31,Last Chance to Save,2021-12-10,2021-12-16
2197,31,Buy One Get One Free (BOGO) Event,2022-01-03,2022-01-08
2198,31,Seasonal Discount Event,2022-02-05,2022-02-09
2199,31,Manager's Special,2022-03-10,2022-03-13
2200,31,Seasonal Discount Event,2022-04-05,2022-04-09
2201,31,Grand Opening Celebration,2022-05-09,2022-05-13
2202,31,Inventory Liquidation Sale,2022-06-06,2022-06-12
2203,31,Mega Sale,2022-07-05,2022-07-12
2204,31,Inventory Liquidation Sale,2022-08-09,2022-08-14
2205,31,Anniversary Sale,2022-09-08,2022-09-15
2206,31,Manager's Special,2022-10-07,2022-10-13
2207,31,Flash Sale Frenzy,2022-11-06,2022-11-10
2208,31,Anniversary Sale,2022-12-09,2022-12-12
2209,31,Customer Appreciation Week,2023-01-09,2023-01-12
2210,31,Mega Sale,2023-02-07,2023-02-13
2211,31,Mega Sale,2023-03-10,2023-03-15
2212,31,Customer Appreciation Week,2023-04-02,2023-04-05
2213,31,Last Chance to Save,2023-05-04,2023-05-08
2214,31,Buy One Get One Free (BOGO) Event,2023-06-07,2023-06-13
2215,31,Friends and Family Discount Days,2023-07-10,2023-07-17
2216,31,Last Chance to Save,2023-08-03,2023-08-09
2217,31,Customer Appreciation Week,2023-09-03,2023-09-07
2218,31,Inventory Liquidation Sale,2023-10-02,2023-10-05
2219,31,Anniversary Sale,2023-11-03,2023-11-10
2220,31,Customer Appreciation Week,2023-12-10,2023-12-16
2221,31,Midnight Madness,2024-01-06,2024-01-09
2222,31,Mega Sale,2024-02-08,2024-02-13
2223,31,Inventory Liquidation Sale,2024-03-01,2024-03-06
2224,31,Midnight Madness,2024-04-03,2024-04-06
2225,31,Last Chance to Save,2024-05-04,2024-05-10
2226,31,Friends and Family Discount Days,2024-06-04,2024-06-07
2227,31,Friends and Family Discount Days,2024-07-05,2024-07-10
2228,31,Grand Opening Celebration,2024-08-05,2024-08-08
2229,31,Last Chance to Save,2024-09-08,2024-09-12
2230,31,Seasonal Discount Event,2024-10-10,2024-10-15
2231,31,Friends and Family Discount Days,2024-11-01,2024-11-05
2232,31,Grand Opening Celebration,2024-12-08,2024-12-13
2233,32,Mega Sale,2019-01-01,2019-01-07
2234,32,Last Chance to Save,2019-02-04,2019-02-08
2235,32,Seasonal Discount Event,2019-03-09,2019-03-16
2236,32,Buy One Get One Free (BOGO) Event,2019-04-01,2019-04-04
2237,32,Friends and Family Discount Days,2019-05-08,2019-05-11
2238,32,Midnight Madness,2019-06-01,2019-06-05
2239,32,Seasonal Discount Event,2019-07-08,2019-07-11
2240,32,Last Chance to Save,2019-08-08,2019-08-11
2241,32,Mega Sale,2019-09-05,2019-09-11
2242,32,Inventory Liquidation Sale,2019-10-10,2019-10-13
2243,32,Mega Sale,2019-11-08,2019-11-14
2244,32,Seasonal Discount Event,2019-12-04,2019-12-10
2245,32,Midnight Madness,2020-01-02,2020-01-08
2246,32,Last Chance to Save,2020-02-03,2020-02-09
2247,32,Customer Appreciation Week,2020-03-10,2020-03-14
2248,32,Inventory Liquidation Sale,2020-04-05,2020-04-11
2249,32,Anniversary Sale,2020-05-02,2020-05-05
2250,32,Anniversary Sale,2020-06-07,2020-06-14
2251,32,Manager's Special,2020-07-08,2020-07-14
2252,32,Buy One Get One Free (BOGO) Event,2020-08-01,2020-08-04
2253,32,Last Chance to Save,2020-09-08,2020-09-11
2254,32,Friends and Family Discount Days,2020-10-09,2020-10-13
2255,32,Flash Sale Frenzy,2020-11-06,2020-11-12
2256,32,Grand Opening Celebration,2020-12-02,2020-12-09
2257,32,Anniversary Sale,2021-01-07,2021-01-10
2258,32,Anniversary Sale,2021-02-09,2021-02-14
2259,32,Midnight Madness,2021-03-08,2021-03-11
2260,32,Anniversary Sale,2021-04-08,2021-04-11
2261,32,Anniversary Sale,2021-05-02,2021-05-05
2262,32,Flash Sale Frenzy,2021-06-03,2021-06-07
2263,32,Seasonal Discount Event,2021-07-02,2021-07-06
2264,32,Seasonal Discount Event,2021-08-07,2021-08-14
2265,32,Midnight Madness,2021-09-10,2021-09-13
2266,32,Customer Appreciation Week,2021-10-02,2021-10-05
2267,32,Friends and Family Discount Days,2021-11-02,2021-11-09
2268,32,Friends and Family Discount Days,2021-12-07,2021-12-14
2269,32,Midnight Madness,2022-01-05,2022-01-12
2270,32,Friends and Family Discount Days,2022-02-01,2022-02-07
2271,32,Inventory Liquidation Sale,2022-03-07,2022-03-14
2272,32,Mega Sale,2022-04-08,2022-04-11
2273,32,Anniversary Sale,2022-05-02,2022-05-07
2274,32,Last Chance to Save,2022-06-05,2022-06-08
2275,32,Friends and Family Discount Days,2022-07-07,2022-07-11
2276,32,Flash Sale Frenzy,2022-08-09,2022-08-13
2277,32,Seasonal Discount Event,2022-09-03,2022-09-08
2278,32,Friends and Family Discount Days,2022-10-10,2022-10-16
2279,32,Buy One Get One Free (BOGO) Event,2022-11-03,2022-11-10
2280,32,Customer Appreciation Week,2022-12-09,2022-12-15
2281,32,Friends and Family Discount Days,2023-01-07,2023-01-13
2282,32,Flash Sale Frenzy,2023-02-02,2023-02-05
2283,32,Inventory Liquidation Sale,2023-03-01,2023-03-05
2284,32,Customer Appreciation Week,2023-04-05,2023-04-10
2285,32,Last Chance to Save,2023-05-07,2023-05-12
2286,32,Customer Appreciation Week,2023-06-01,2023-06-05
2287,32,Seasonal Discount Event,2023-07-05,2023-07-09
2288,32,Seasonal Discount Event,2023-08-02,2023-08-09
2289,32,Manager's Special,2023-09-03,2023-09-08
2290,32,Buy One Get One Free (BOGO) Event,2023-10-09,2023-10-12
2291,32,Customer Appreciation Week,2023-11-08,2023-11-13
2292,32,Last Chance to Save,2023-12-06,2023-12-09
2293,32,Flash Sale Frenzy,2024-01-05,2024-01-09
2294,32,Buy One Get One Free (BOGO) Event,2024-02-03,2024-02-09
2295,32,Midnight Madness,2024-03-04,2024-03-09
2296,32,Flash Sale Frenzy,2024-04-04,2024-04-07
2297,32,Manager's Special,2024-05-08,2024-05-13
2298,32,Buy One Get One Free (BOGO) Event,2024-06-09,2024-06-15
2299,32,Inventory Liquidation Sale,2024-07-02,2024-07-06
2300,32,Flash Sale Frenzy,2024-08-01,2024-08-05
2301,32,Anniversary Sale,2024-09-07,2024-09-10
2302,32,Seasonal Discount Event,2024-10-04,2024-10-11
2303,32,Manager's Special,2024-11-03,2024-11-06
2304,32,Midnight Madness,2024-12-02,2024-12-09
2305,33,Grand Opening Celebration,2019-01-08,2019-01-14
2306,33,Seasonal Discount Event,2019-02-08,2019-02-13
2307,33,Buy One Get One Free (BOGO) Event,2019-03-09,2019-03-13
2308,33,Flash Sale Frenzy,2019-04-09,2019-04-15
2309,33,Mega Sale,2019-05-01,2019-05-07
2310,33,Midnight Madness,2019-06-10,2019-06-13
2311,33,Anniversary Sale,2019-07-05,2019-07-12
2312,33,Grand Opening Celebration,2019-08-04,2019-08-07
2313,33,Seasonal Discount Event,2019-09-10,2019-09-16
2314,33,Grand Opening Celebration,2019-10-07,2019-10-13
2315,33,Grand Opening Celebration,2019-11-03,2019-11-10
2316,33,Grand Opening Celebration,2019-12-01,2019-12-05
2317,33,Seasonal Discount Event,2020-01-10,2020-01-16
2318,33,Manager's Special,2020-02-05,2020-02-12
2319,33,Last Chance to Save,2020-03-02,2020-03-05
2320,33,Buy One Get One Free (BOGO) Event,2020-04-08,2020-04-11
2321,33,Grand Opening Celebration,2020-05-05,2020-05-12
2322,33,Customer Appreciation Week,2020-06-05,2020-06-10
2323,33,Manager's Special,2020-07-09,2020-07-14
2324,33,Seasonal Discount Event,2020-08-05,2020-08-11
2325,33,Customer Appreciation Week,2020-09-08,2020-09-14
2326,33,Seasonal Discount Event,2020-10-02,2020-10-06
2327,33,Seasonal Discount Event,2020-11-08,2020-11-11
2328,33,Customer Appreciation Week,2020-12-04,2020-12-09
2329,33,Flash Sale Frenzy,2021-01-08,2021-01-15
2330,33,Seasonal Discount Event,2021-02-10,2021-02-14
2331,33,Manager's Special,2021-03-03,2021-03-10
2332,33,Inventory Liquidation Sale,2021-04-04,2021-04-08
2333,33,Flash Sale Frenzy,2021-05-08,2021-05-14
2334,33,Grand Opening Celebration,2021-06-06,2021-06-11
2335,33,Seasonal Discount Event,2021-07-09,2021-07-14
2336,33,Flash Sale Frenzy,2021-08-08,2021-08-13
2337,33,Last Chance to Save,2021-09-05,2021-09-11
2338,33,Seasonal Discount Event,2021-10-05,2021-10-10
2339,33,Manager's Special,2021-11-05,2021-11-08
2340,33,Midnight Madness,2021-12-01,2021-12-04
2341,33,Flash Sale Frenzy,2022-01-02,2022-01-07
2342,33,Midnight Madness,2022-02-07,2022-02-13
2343,33,Customer Appreciation Week,2022-03-10,2022-03-15
2344,33,Customer Appreciation Week,2022-04-04,2022-04-11
2345,33,Mega Sale,2022-05-03,2022-05-07
2346,33,Flash Sale Frenzy,2022-06-04,2022-06-09
2347,33,Customer Appreciation Week,2022-07-04,2022-07-08
2348,33,Customer Appreciation Week,2022-08-07,2022-08-13
2349,33,Mega Sale,2022-09-03,2022-09-07
2350,33,Mega Sale,2022-10-10,2022-10-16
2351,33,Customer Appreciation Week,2022-11-08,2022-11-13
2352,33,Buy One Get One Free (BOGO) Event,2022-12-10,2022-12-14
2353,33,Manager's Special,2023-01-01,2023-01-05
2354,33,Seasonal Discount Event,2023-02-10,2023-02-17
2355,33,Anniversary Sale,2023-03-02,2023-03-06
2356,33,Midnight Madness,2023-04-08,2023-04-14
2357,33,Friends and Family Discount Days,2023-05-10,2023-05-13
2358,33,Customer Appreciation Week,2023-06-08,2023-06-14
2359,33,Anniversary Sale,2023-07-02,2023-07-07
2360,33,Friends and Family Discount Days,2023-08-02,2023-08-05
2361,33,Customer Appreciation Week,2023-09-09,2023-09-12
2362,33,Manager's Special,2023-10-07,2023-10-11
2363,33,Midnight Madness,2023-11-02,2023-11-07
2364,33,Midnight Madness,2023-12-10,2023-12-15
2365,33,Flash Sale Frenzy,2024-01-09,2024-01-12
2366,33,Friends and Family Discount Days,2024-02-06,2024-02-13
2367,33,Inventory Liquidation Sale,2024-03-07,2024-03-12
2368,33,Anniversary Sale,2024-04-10,2024-04-13
2369,33,Grand Opening Celebration,2024-05-04,2024-05-11
2370,33,Inventory Liquidation Sale,2024-06-06,2024-06-09
2371,33,Customer Appreciation Week,2024-07-08,2024-07-15
2372,33,Flash Sale Frenzy,2024-08-02,2024-08-07
2373,33,Friends and Family Discount Days,2024-09-01,2024-09-08
2374,33,Mega Sale,2024-10-02,2024-10-05
2375,33,Anniversary Sale,2024-11-10,2024-11-15
2376,33,Buy One Get One Free (BOGO) Event,2024-12-04,2024-12-07
2377,34,Anniversary Sale,2019-01-03,2019-01-09
2378,34,Inventory Liquidation Sale,2019-02-04,2019-02-08
2379,34,Anniversary Sale,2019-03-07,2019-03-12
2380,34,Grand Opening Celebration,2019-04-10,2019-04-15
2381,34,Flash Sale Frenzy,2019-05-08,2019-05-14
2382,34,Manager's Special,2019-06-04,2019-06-11
2383,34,Anniversary Sale,2019-07-09,2019-07-13
2384,34,Grand Opening Celebration,2019-08-04,2019-08-08
2385,34,Grand Opening Celebration,2019-09-08,2019-09-14
2386,34,Seasonal Discount Event,2019-10-04,2019-10-07
2387,34,Friends and Family Discount Days,2019-11-05,2019-11-09
2388,34,Friends and Family Discount Days,2019-12-01,2019-12-07
2389,34,Customer Appreciation Week,2020-01-04,2020-01-11
2390,34,Mega Sale,2020-02-08,2020-02-11
2391,34,Buy One Get One Free (BOGO) Event,2020-03-02,2020-03-07
2392,34,Flash Sale Frenzy,2020-04-07,2020-04-12
2393,34,Flash Sale Frenzy,2020-05-10,2020-05-14
2394,34,Anniversary Sale,2020-06-07,2020-06-12
2395,34,Seasonal Discount Event,2020-07-07,2020-07-10
2396,34,Buy One Get One Free (BOGO) Event,2020-08-04,2020-08-11
2397,34,Seasonal Discount Event,2020-09-04,2020-09-11
2398,34,Seasonal Discount Event,2020-10-02,2020-10-08
2399,34,Inventory Liquidation Sale,2020-11-05,2020-11-09
2400,34,Seasonal Discount Event,2020-12-09,2020-12-16
2401,34,Customer Appreciation Week,2021-01-05,2021-01-08
2402,34,Customer Appreciation Week,2021-02-09,2021-02-14
2403,34,Manager's Special,2021-03-08,2021-03-13
2404,34,Midnight Madness,2021-04-09,2021-04-16
2405,34,Buy One Get One Free (BOGO) Event,2021-05-08,2021-05-13
2406,34,Flash Sale Frenzy,2021-06-09,2021-06-16
2407,34,Inventory Liquidation Sale,2021-07-03,2021-07-08
2408,34,Customer Appreciation Week,2021-08-10,2021-08-16
2409,34,Last Chance to Save,2021-09-09,2021-09-16
2410,34,Mega Sale,2021-10-03,2021-10-07
2411,34,Buy One Get One Free (BOGO) Event,2021-11-06,2021-11-11
2412,34,Seasonal Discount Event,2021-12-05,2021-12-08
2413,34,Seasonal Discount Event,2022-01-05,2022-01-09
2414,34,Friends and Family Discount Days,2022-02-01,2022-02-04
2415,34,Friends and Family Discount Days,2022-03-05,2022-03-12
2416,34,Last Chance to Save,2022-04-07,2022-04-10
2417,34,Friends and Family Discount Days,2022-05-08,2022-05-14
2418,34,Mega Sale,2022-06-06,2022-06-11
2419,34,Customer Appreciation Week,2022-07-04,2022-07-11
2420,34,Seasonal Discount Event,2022-08-01,2022-08-06
2421,34,Inventory Liquidation Sale,2022-09-10,2022-09-17
2422,34,Grand Opening Celebration,2022-10-07,2022-10-11
2423,34,Seasonal Discount Event,2022-11-07,2022-11-14
2424,34,Flash Sale Frenzy,2022-12-04,2022-12-08
2425,34,Last Chance to Save,2023-01-06,2023-01-10
2426,34,Seasonal Discount Event,2023-02-01,2023-02-04
2427,34,Seasonal Discount Event,2023-03-03,2023-03-08
2428,34,Seasonal Discount Event,2023-04-06,2023-04-10
2429,34,Last Chance to Save,2023-05-06,2023-05-10
2430,34,Manager's Special,2023-06-06,2023-06-12
2431,34,Seasonal Discount Event,2023-07-04,2023-07-10
2432,34,Inventory Liquidation Sale,2023-08-04,2023-08-07
2433,34,Flash Sale Frenzy,2023-09-06,2023-09-10
2434,34,Buy One Get One Free (BOGO) Event,2023-10-06,2023-10-13
2435,34,Seasonal Discount Event,2023-11-08,2023-11-11
2436,34,Friends and Family Discount Days,2023-12-04,2023-12-07
2437,34,Seasonal Discount Event,2024-01-02,2024-01-05
2438,34,Inventory Liquidation Sale,2024-02-06,2024-02-09
2439,34,Inventory Liquidation Sale,2024-03-04,2024-03-08
2440,34,Customer Appreciation Week,2024-04-09,2024-04-13
2441,34,Grand Opening Celebration,2024-05-03,2024-05-08
2442,34,Last Chance to Save,2024-06-03,2024-06-06
2443,34,Customer Appreciation Week,2024-07-02,2024-07-07
2444,34,Grand Opening Celebration,2024-08-10,2024-08-15
2445,34,Buy One Get One Free (BOGO) Event,2024-09-04,2024-09-11
2446,34,Inventory Liquidation Sale,2024-10-09,2024-10-15
2447,34,Friends and Family Discount Days,2024-11-08,2024-11-11
2448,34,Midnight Madness,2024-12-06,2024-12-13
2449,35,Midnight Madness,2019-01-06,2019-01-13
2450,35,Manager's Special,2019-02-10,2019-02-13
2451,35,Anniversary Sale,2019-03-06,2019-03-11
2452,35,Mega Sale,2019-04-03,2019-04-08
2453,35,Grand Opening Celebration,2019-05-03,2019-05-09
2454,35,Midnight Madness,2019-06-10,2019-06-16
2455,35,Buy One Get One Free (BOGO) Event,2019-07-04,2019-07-08
2456,35,Friends and Family Discount Days,2019-08-07,2019-08-10
2457,35,Flash Sale Frenzy,2019-09-01,2019-09-08
2458,35,Last Chance to Save,2019-10-03,2019-10-10
2459,35,Grand Opening Celebration,2019-11-09,2019-11-15
2460,35,Mega Sale,2019-12-05,2019-12-09
2461,35,Manager's Special,2020-01-08,2020-01-14
2462,35,Customer Appreciation Week,2020-02-02,2020-02-07
2463,35,Midnight Madness,2020-03-07,2020-03-13
2464,35,Flash Sale Frenzy,2020-04-01,2020-04-08
2465,35,Inventory Liquidation Sale,2020-05-06,2020-05-09
2466,35,Grand Opening Celebration,2020-06-07,2020-06-14
2467,35,Last Chance to Save,2020-07-02,2020-07-06
2468,35,Seasonal Discount Event,2020-08-09,2020-08-14
2469,35,Seasonal Discount Event,2020-09-07,2020-09-14
2470,35,Customer Appreciation Week,2020-10-10,2020-10-15
2471,35,Buy One Get One Free (BOGO) Event,2020-11-02,2020-11-08
2472,35,Buy One Get One Free (BOGO) Event,2020-12-10,2020-12-14
2473,35,Midnight Madness,2021-01-02,2021-01-05
2474,35,Friends and Family Discount Days,2021-02-06,2021-02-12
2475,35,Manager's Special,2021-03-09,2021-03-14
2476,35,Buy One Get One Free (BOGO) Event,2021-04-01,2021-04-05
2477,35,Grand Opening Celebration,2021-05-03,2021-05-06
2478,35,Mega Sale,2021-06-01,2021-06-07
2479,35,Seasonal Discount Event,2021-07-01,2021-07-05
2480,35,Grand Opening Celebration,2021-08-04,2021-08-08
2481,35,Midnight Madness,2021-09-06,2021-09-09
2482,35,Mega Sale,2021-10-06,2021-10-10
2483,35,Flash Sale Frenzy,2021-11-10,2021-11-13
2484,35,Grand Opening Celebration,2021-12-06,2021-12-12
2485,35,Friends and Family Discount Days,2022-01-04,2022-01-07
2486,35,Inventory Liquidation Sale,2022-02-04,2022-02-11
2487,35,Mega Sale,2022-03-08,2022-03-11
2488,35,Manager's Special,2022-04-05,2022-04-12
2489,35,Buy One Get One Free (BOGO) Event,2022-05-06,2022-05-11
2490,35,Buy One Get One Free (BOGO) Event,2022-06-04,2022-06-07
2491,35,Anniversary Sale,2022-07-08,2022-07-13
2492,35,Customer Appreciation Week,2022-08-08,2022-08-14
2493,35,Inventory Liquidation Sale,2022-09-05,2022-09-08
2494,35,Manager's Special,2022-10-05,2022-10-11
2495,35,Seasonal Discount Event,2022-11-06,2022-11-09
2496,35,Mega Sale,2022-12-04,2022-12-07
2497,35,Grand Opening Celebration,2023-01-04,2023-01-08
2498,35,Flash Sale Frenzy,2023-02-06,2023-02-10
2499,35,Midnight Madness,2023-03-07,2023-03-11
2500,35,Anniversary Sale,2023-04-06,2023-04-12
2501,35,Seasonal Discount Event,2023-05-06,2023-05-12
2502,35,Seasonal Discount Event,2023-06-09,2023-06-15
2503,35,Grand Opening Celebration,2023-07-01,2023-07-07
2504,35,Anniversary Sale,2023-08-03,2023-08-08
2505,35,Anniversary Sale,2023-09-08,2023-09-14
2506,35,Grand Opening Celebration,2023-10-07,2023-10-10
2507,35,Grand Opening Celebration,2023-11-10,2023-11-15
2508,35,Anniversary Sale,2023-12-09,2023-12-14
2509,35,Seasonal Discount Event,2024-01-03,2024-01-09
2510,35,Friends and Family Discount Days,2024-02-01,2024-02-07
2511,35,Mega Sale,2024-03-10,2024-03-16
2512,35,Customer Appreciation Week,2024-04-06,2024-04-10
2513,35,Flash Sale Frenzy,2024-05-07,2024-05-12
2514,35,Inventory Liquidation Sale,2024-06-05,2024-06-08
2515,35,Manager's Special,2024-07-05,2024-07-08
2516,35,Flash Sale Frenzy,2024-08-05,2024-08-08
2517,35,Manager's Special,2024-09-05,2024-09-09
2518,35,Last Chance to Save,2024-10-07,2024-10-14
2519,35,Buy One Get One Free (BOGO) Event,2024-11-09,2024-11-13
2520,35,Customer Appreciation Week,2024-12-10,2024-12-16
2521,36,Anniversary Sale,2019-01-01,2019-01-04
2522,36,Friends and Family Discount Days,2019-02-09,2019-02-13
2523,36,Anniversary Sale,2019-03-09,2019-03-15
2524,36,Friends and Family Discount Days,2019-04-07,2019-04-11
2525,36,Mega Sale,2019-05-09,2019-05-12
2526,36,Last Chance to Save,2019-06-04,2019-06-11
2527,36,Manager's Special,2019-07-03,2019-07-09
2528,36,Friends and Family Discount Days,2019-08-10,2019-08-13
2529,36,Mega Sale,2019-09-10,2019-09-17
2530,36,Midnight Madness,2019-10-09,2019-10-12
2531,36,Last Chance to Save,2019-11-09,2019-11-15
2532,36,Last Chance to Save,2019-12-03,2019-12-06
2533,36,Grand Opening Celebration,2020-01-06,2020-01-09
2534,36,Friends and Family Discount Days,2020-02-09,2020-02-12
2535,36,Inventory Liquidation Sale,2020-03-06,2020-03-12
2536,36,Grand Opening Celebration,2020-04-01,2020-04-04
2537,36,Mega Sale,2020-05-01,2020-05-08
2538,36,Grand Opening Celebration,2020-06-08,2020-06-13
2539,36,Seasonal Discount Event,2020-07-03,2020-07-07
2540,36,Grand Opening Celebration,2020-08-03,2020-08-08
2541,36,Last Chance to Save,2020-09-02,2020-09-07
2542,36,Flash Sale Frenzy,2020-10-09,2020-10-16
2543,36,Midnight Madness,2020-11-03,2020-11-10
2544,36,Friends and Family Discount Days,2020-12-07,2020-12-13
2545,36,Customer Appreciation Week,2021-01-02,2021-01-08
2546,36,Inventory Liquidation Sale,2021-02-04,2021-02-07
2547,36,Midnight Madness,2021-03-02,2021-03-09
2548,36,Inventory Liquidation Sale,2021-04-05,2021-04-12
2549,36,Midnight Madness,2021-05-02,2021-05-06
2550,36,Customer Appreciation Week,2021-06-03,2021-06-09
2551,36,Manager's Special,2021-07-07,2021-07-11
2552,36,Customer Appreciation Week,2021-08-06,2021-08-13
2553,36,Midnight Madness,2021-09-08,2021-09-14
2554,36,Manager's Special,2021-10-06,2021-10-09
2555,36,Friends and Family Discount Days,2021-11-09,2021-11-13
2556,36,Customer Appreciation Week,2021-12-07,2021-12-13
2557,36,Manager's Special,2022-01-06,2022-01-09
2558,36,Grand Opening Celebration,2022-02-04,2022-02-11
2559,36,Friends and Family Discount Days,2022-03-08,2022-03-12
2560,36,Inventory Liquidation Sale,2022-04-02,2022-04-07
2561,36,Buy One Get One Free (BOGO) Event,2022-05-09,2022-05-13
2562,36,Grand Opening Celebration,2022-06-03,2022-06-10
2563,36,Friends and Family Discount Days,2022-07-04,2022-07-09
2564,36,Friends and Family Discount Days,2022-08-04,2022-08-09
2565,36,Anniversary Sale,2022-09-04,2022-09-08
2566,36,Buy One Get One Free (BOGO) Event,2022-10-07,2022-10-10
2567,36,Seasonal Discount Event,2022-11-08,2022-11-13
2568,36,Last Chance to Save,2022-12-07,2022-12-14
2569,36,Inventory Liquidation Sale,2023-01-06,2023-01-12
2570,36,Buy One Get One Free (BOGO) Event,2023-02-05,2023-02-11
2571,36,Seasonal Discount Event,2023-03-06,2023-03-11
2572,36,Seasonal Discount Event,2023-04-05,2023-04-12
2573,36,Flash Sale Frenzy,2023-05-02,2023-05-09
2574,36,Inventory Liquidation Sale,2023-06-04,2023-06-11
2575,36,Mega Sale,2023-07-03,2023-07-06
2576,36,Flash Sale Frenzy,2023-08-06,2023-08-11
2577,36,Mega Sale,2023-09-09,2023-09-15
2578,36,Inventory Liquidation Sale,2023-10-05,2023-10-08
2579,36,Customer Appreciation Week,2023-11-01,2023-11-05
2580,36,Friends and Family Discount Days,2023-12-06,2023-12-09
2581,36,Midnight Madness,2024-01-05,2024-01-11
2582,36,Customer Appreciation Week,2024-02-01,2024-02-08
2583,36,Seasonal Discount Event,2024-03-07,2024-03-12
2584,36,Seasonal Discount Event,2024-04-07,2024-04-14
2585,36,Last Chance to Save,2024-05-07,2024-05-11
2586,36,Mega Sale,2024-06-08,2024-06-13
2587,36,Buy One Get One Free (BOGO) Event,2024-07-08,2024-07-14
2588,36,Friends and Family Discount Days,2024-08-04,2024-08-09
2589,36,Friends and Family Discount Days,2024-09-03,2024-09-08
2590,36,Seasonal Discount Event,2024-10-04,2024-10-11
2591,36,Seasonal Discount Event,2024-11-04,2024-11-09
2592,36,Friends and Family Discount Days,2024-12-01,2024-12-07
2593,37,Customer Appreciation Week,2019-01-08,2019-01-12
2594,37,Last Chance to Save,2019-02-10,2019-02-16
2595,37,Grand Opening Celebration,2019-03-07,2019-03-12
2596,37,Grand Opening Celebration,2019-04-03,2019-04-06
2597,37,Grand Opening Celebration,2019-05-08,2019-05-11
2598,37,Midnight Madness,2019-06-10,2019-06-14
2599,37,Midnight Madness,2019-07-07,2019-07-13
2600,37,Manager's Special,2019-08-08,2019-08-14
2601,37,Buy One Get One Free (BOGO) Event,2019-09-05,2019-09-08
2602,37,Anniversary Sale,2019-10-09,2019-10-14
2603,37,Midnight Madness,2019-11-10,2019-11-16
2604,37,Friends and Family Discount Days,2019-12-02,2019-12-09
2605,37,Flash Sale Frenzy,2020-01-01,2020-01-04
2606,37,Midnight Madness,2020-02-05,2020-02-08
2607,37,Last Chance to Save,2020-03-04,2020-03-09
2608,37,Seasonal Discount Event,2020-04-09,2020-04-13
2609,37,Inventory Liquidation Sale,2020-05-02,2020-05-08
2610,37,Midnight Madness,2020-06-03,2020-06-06
2611,37,Midnight Madness,2020-07-02,2020-07-05
2612,37,Grand Opening Celebration,2020-08-07,2020-08-13
2613,37,Buy One Get One Free (BOGO) Event,2020-09-07,2020-09-12
2614,37,Friends and Family Discount Days,2020-10-09,2020-10-14
2615,37,Inventory Liquidation Sale,2020-11-09,2020-11-16
2616,37,Inventory Liquidation Sale,2020-12-10,2020-12-16
2617,37,Mega Sale,2021-01-09,2021-01-16
2618,37,Buy One Get One Free (BOGO) Event,2021-02-06,2021-02-13
2619,37,Manager's Special,2021-03-08,2021-03-15
2620,37,Seasonal Discount Event,2021-04-06,2021-04-12
2621,37,Seasonal Discount Event,2021-05-10,2021-05-16
2622,37,Friends and Family Discount Days,2021-06-02,2021-06-07
2623,37,Last Chance to Save,2021-07-02,2021-07-08
2624,37,Last Chance to Save,2021-08-05,2021-08-11
2625,37,Friends and Family Discount Days,2021-09-10,2021-09-13
2626,37,Grand Opening Celebration,2021-10-10,2021-10-14
2627,37,Midnight Madness,2021-11-10,2021-11-15
2628,37,Friends and Family Discount Days,2021-12-01,2021-12-08
